Time DTG TG flux Temperature
777	-0.0118	-0.0204	-2.64	50.33
780.5	-0.0116	-0.0218	-2.65	50.54
784	-0.0114	-0.0232	-2.66	50.78
787.5	-0.0111	-0.0242	-2.68	50.97
791	-0.0108	-0.0233	-2.67	51.23
794.5	-0.0106	-0.0234	-2.68	51.47
798	-0.0104	-0.0241	-2.7	51.67
801.5	-0.0101	-0.0245	-2.69	51.92
805	-0.0099	-0.0244	-2.7	52.18
808.5	-0.0097	-0.0217	-2.72	52.37
812	-0.0095	-0.0208	-2.73	52.62
815.5	-0.0094	-0.0206	-2.74	52.87
819	-0.0093	-0.0198	-2.74	53.11
822.5	-0.0093	-0.0188	-2.75	53.3
826	-0.0092	-0.0193	-2.75	53.53
829.5	-0.0092	-0.0195	-2.75	53.78
833	-0.0092	-0.0201	-2.76	53.99
836.5	-0.0092	-0.022	-2.75	54.23
840	-0.0092	-0.0213	-2.76	54.48
843.5	-0.0092	-0.0224	-2.77	54.71
847	-0.0093	-0.023	-2.78	54.96
850.5	-0.0093	-0.0218	-2.78	55.17
854	-0.0094	-0.0223	-2.79	55.41
857.5	-0.0095	-0.0215	-2.79	55.64
861	-0.0096	-0.023	-2.8	55.87
864.5	-0.0098	-0.023	-2.81	56.11
868	-0.0099	-0.0239	-2.81	56.33
871.5	-0.0101	-0.0236	-2.82	56.6
875	-0.0103	-0.0256	-2.83	56.85
878.5	-0.0105	-0.0257	-2.84	57.05
882	-0.0107	-0.0269	-2.84	57.29
885.5	-0.0108	-0.0279	-2.84	57.51
889	-0.011	-0.0281	-2.85	57.74
892.5	-0.0112	-0.0283	-2.84	57.96
896	-0.0114	-0.0283	-2.84	58.15
899.5	-0.0116	-0.0292	-2.85	58.37
903	-0.0118	-0.0292	-2.84	58.62
906.5	-0.012	-0.0296	-2.84	58.84
910	-0.0123	-0.0299	-2.85	59.07
913.5	-0.0126	-0.029	-2.86	59.33
917	-0.0129	-0.0309	-2.86	59.53
920.5	-0.0132	-0.0331	-2.87	59.71
924	-0.0135	-0.0347	-2.86	59.96
927.5	-0.0137	-0.0351	-2.87	60.19
931	-0.014	-0.0351	-2.85	60.4
934.5	-0.0144	-0.036	-2.85	60.63
938	-0.0147	-0.0368	-2.86	60.87
941.5	-0.015	-0.0385	-2.85	61.09
945	-0.0152	-0.0391	-2.85	61.29
948.5	-0.0155	-0.04	-2.85	61.51
952	-0.0158	-0.0406	-2.84	61.72
955.5	-0.0161	-0.0428	-2.84	61.99
959	-0.0163	-0.045	-2.85	62.23
962.5	-0.0165	-0.0449	-2.85	62.42
966	-0.0167	-0.0468	-2.85	62.63
969.5	-0.0168	-0.0492	-2.86	62.85
973	-0.017	-0.0495	-2.87	63.08
976.5	-0.0171	-0.0524	-2.87	63.27
980	-0.0172	-0.0537	-2.88	63.48
983.5	-0.0173	-0.0538	-2.88	63.75
987	-0.0174	-0.0559	-2.89	63.96
990.5	-0.0174	-0.0549	-2.9	64.17
994	-0.0175	-0.0564	-2.9	64.42
997.5	-0.0176	-0.058	-2.92	64.65
1001	-0.0177	-0.0609	-2.93	64.86
1004.5	-0.0177	-0.0639	-2.92	65.09
1008	-0.0176	-0.065	-2.91	65.3
1011.5	-0.0176	-0.0668	-2.92	65.51
1015	-0.0175	-0.0687	-2.91	65.8
1018.5	-0.0175	-0.0697	-2.92	66
1022	-0.0174	-0.0703	-2.93	66.2
1025.5	-0.0173	-0.0703	-2.93	66.46
1029	-0.0173	-0.0692	-2.94	66.65
1032.5	-0.0173	-0.0692	-2.94	66.89
1036	-0.0173	-0.067	-2.95	67.12
1039.5	-0.0173	-0.0691	-2.96	67.33
1043	-0.0173	-0.0693	-2.96	67.55
1046.5	-0.0174	-0.0703	-2.95	67.8
1050	-0.0174	-0.0716	-2.96	68.01
1053.5	-0.0174	-0.0725	-2.96	68.22
1057	-0.0174	-0.0731	-2.96	68.45
1060.5	-0.0174	-0.0744	-2.97	68.66
1064	-0.0174	-0.0763	-2.97	68.88
1067.5	-0.0174	-0.0769	-2.97	69.11
1071	-0.0174	-0.0779	-2.97	69.35
1074.5	-0.0174	-0.079	-2.96	69.57
1078	-0.0174	-0.0802	-2.96	69.76
1081.5	-0.0174	-0.0806	-2.96	69.97
1085	-0.0175	-0.081	-2.95	70.2
1088.5	-0.0175	-0.0829	-2.96	70.47
1092	-0.0175	-0.0849	-2.95	70.67
1095.5	-0.0175	-0.0869	-2.95	70.85
1099	-0.0174	-0.0866	-2.95	71.1
1102.5	-0.0174	-0.0885	-2.95	71.3
1106	-0.0174	-0.0882	-2.94	71.56
1109.5	-0.0174	-0.0894	-2.94	71.8
1113	-0.0174	-0.0898	-2.94	71.98
1116.5	-0.0174	-0.092	-2.94	72.21
1120	-0.0175	-0.0934	-2.95	72.44
1123.5	-0.0174	-0.095	-2.95	72.66
1127	-0.0174	-0.0962	-2.96	72.87
1130.5	-0.0174	-0.0962	-2.95	73.06
1134	-0.0174	-0.0978	-2.95	73.32
1137.5	-0.0175	-0.0982	-2.95	73.52
1141	-0.0175	-0.0992	-2.96	73.72
1144.5	-0.0175	-0.0998	-2.97	73.97
1148	-0.0175	-0.1012	-2.97	74.19
1151.5	-0.0176	-0.1026	-2.99	74.43
1155	-0.0177	-0.1038	-2.98	74.61
1158.5	-0.0177	-0.1054	-2.99	74.84
1162	-0.0178	-0.1063	-3	75.09
1165.5	-0.0178	-0.1077	-3	75.26
1169	-0.0179	-0.1092	-3.01	75.47
1172.5	-0.0179	-0.1088	-3.01	75.67
1176	-0.018	-0.1088	-3.01	75.87
1179.5	-0.0181	-0.1091	-3.02	76.11
1183	-0.0181	-0.1105	-3.02	76.33
1186.5	-0.0182	-0.1104	-3.02	76.51
1190	-0.0182	-0.1131	-3.03	76.74
1193.5	-0.0182	-0.1139	-3.04	76.94
1197	-0.0183	-0.1159	-3.03	77.15
1200.5	-0.0183	-0.1164	-3.06	77.37
1204	-0.0183	-0.1175	-3.05	77.59
1207.5	-0.0183	-0.1188	-3.06	77.81
1211	-0.0183	-0.1204	-3.07	78.03
1214.5	-0.0183	-0.1204	-3.06	78.25
1218	-0.0183	-0.1229	-3.06	78.42
1221.5	-0.0183	-0.1238	-3.06	78.63
1225	-0.0183	-0.125	-3.05	78.87
1228.5	-0.0183	-0.1254	-3.05	79.06
1232	-0.0183	-0.1278	-3.05	79.27
1235.5	-0.0182	-0.1283	-3.04	79.48
1239	-0.0182	-0.129	-3.04	79.7
1242.5	-0.0182	-0.1308	-3.05	79.94
1246	-0.0182	-0.1311	-3.05	80.15
1249.5	-0.0181	-0.1334	-3.04	80.33
1253	-0.0181	-0.1336	-3.05	80.52
1256.5	-0.0181	-0.1332	-3.04	80.77
1260	-0.018	-0.1354	-3.05	81
1263.5	-0.018	-0.136	-3.04	81.18
1267	-0.018	-0.1373	-3.02	81.38
1270.5	-0.018	-0.1373	-3.01	81.57
1274	-0.018	-0.1377	-2.99	81.79
1277.5	-0.0181	-0.1381	-2.99	82.02
1281	-0.0181	-0.1408	-2.99	82.2
1284.5	-0.0181	-0.1425	-2.99	82.39
1288	-0.0181	-0.1444	-2.98	82.64
1291.5	-0.018	-0.1468	-2.99	82.87
1295	-0.018	-0.1467	-2.99	83.11
1298.5	-0.0179	-0.1481	-3	83.29
1302	-0.0179	-0.1497	-3	83.47
1305.5	-0.0178	-0.15	-3	83.69
1309	-0.0178	-0.1515	-3.01	83.89
1312.5	-0.0177	-0.1508	-3.01	84.1
1316	-0.0177	-0.1518	-3.01	84.32
1319.5	-0.0177	-0.1517	-3	84.51
1323	-0.0177	-0.154	-3.01	84.72
1326.5	-0.0176	-0.1576	-3.01	84.95
1330	-0.0175	-0.1583	-3	85.13
1333.5	-0.0173	-0.1584	-3	85.33
1337	-0.0172	-0.1586	-2.99	85.57
1340.5	-0.0172	-0.1604	-2.99	85.78
1344	-0.0171	-0.1619	-2.99	85.97
1347.5	-0.017	-0.1616	-3	86.18
1351	-0.0169	-0.1639	-3	86.41
1354.5	-0.0167	-0.1651	-3	86.62
1358	-0.0166	-0.1642	-3	86.82
1361.5	-0.0165	-0.1645	-3.02	87.01
1365	-0.0164	-0.1671	-3.03	87.21
1368.5	-0.0163	-0.1706	-3.02	87.46
1372	-0.0161	-0.1698	-3.02	87.63
1375.5	-0.016	-0.1695	-3.02	87.82
1379	-0.0159	-0.1698	-3.02	88.08
1382.5	-0.0159	-0.1694	-3.03	88.28
1386	-0.0158	-0.1718	-3.04	88.48
1389.5	-0.0157	-0.1728	-3.04	88.7
1393	-0.0156	-0.1724	-3.04	88.91
1396.5	-0.0156	-0.1719	-3.04	89.1
1400	-0.0156	-0.1747	-3.05	89.29
1403.5	-0.0155	-0.1759	-3.05	89.56
1407	-0.0154	-0.178	-3.05	89.74
1410.5	-0.0153	-0.1797	-3.05	89.91
1414	-0.0151	-0.1804	-3.06	90.16
1417.5	-0.015	-0.1814	-3.05	90.36
1421	-0.0148	-0.1829	-3.05	90.55
1424.5	-0.0146	-0.1837	-3.05	90.73
1428	-0.0145	-0.1846	-3.06	90.99
1431.5	-0.0143	-0.1859	-3.07	91.22
1435	-0.0142	-0.1857	-3.07	91.42
1438.5	-0.014	-0.1861	-3.07	91.65
1442	-0.0139	-0.1866	-3.06	91.83
1445.5	-0.0138	-0.1892	-3.06	92
1449	-0.0136	-0.1898	-3.06	92.19
1452.5	-0.0135	-0.1913	-3.07	92.39
1456	-0.0133	-0.1915	-3.08	92.62
1459.5	-0.0132	-0.1911	-3.07	92.81
1463	-0.013	-0.193	-3.07	93.01
1466.5	-0.0128	-0.1931	-3.07	93.21
1470	-0.0126	-0.1932	-3.07	93.42
1473.5	-0.0125	-0.1933	-3.07	93.6
1477	-0.0124	-0.1939	-3.06	93.77
1480.5	-0.0123	-0.195	-3.07	93.98
1484	-0.0121	-0.1962	-3.07	94.18
1487.5	-0.012	-0.1969	-3.06	94.4
1491	-0.0119	-0.1974	-3.07	94.61
1494.5	-0.0118	-0.198	-3.07	94.8
1498	-0.0117	-0.1975	-3.07	95
1501.5	-0.0116	-0.1983	-3.07	95.2
1505	-0.0115	-0.1981	-3.07	95.39
1508.5	-0.0115	-0.199	-3.07	95.6
1512	-0.0114	-0.2001	-3.06	95.8
1515.5	-0.0113	-0.2009	-3.06	95.99
1519	-0.0112	-0.2017	-3.06	96.24
1522.5	-0.0111	-0.2021	-3.06	96.42
1526	-0.011	-0.2031	-3.05	96.58
1529.5	-0.0109	-0.2053	-3.06	96.79
1533	-0.0108	-0.2051	-3.06	97
1536.5	-0.0107	-0.206	-3.05	97.2
1540	-0.0105	-0.2077	-3.05	97.42
1543.5	-0.0104	-0.2087	-3.05	97.6
1547	-0.0102	-0.2088	-3.04	97.79
1550.5	-0.0101	-0.2098	-3.05	97.97
1554	-0.01	-0.2106	-3.04	98.17
1557.5	-0.0099	-0.2091	-3.05	98.4
1561	-0.0098	-0.2094	-3.04	98.61
1564.5	-0.0098	-0.2076	-3.04	98.79
1568	-0.0098	-0.2108	-3.05	98.99
1571.5	-0.0097	-0.2112	-3.04	99.22
1575	-0.0097	-0.2121	-3.04	99.41
1578.5	-0.0096	-0.2135	-3.04	99.58
1582	-0.0096	-0.2133	-3.04	99.78
1585.5	-0.0095	-0.2129	-3.05	99.98
1589	-0.0094	-0.2131	-3.05	100.21
1592.5	-0.0094	-0.2128	-3.04	100.4
1596	-0.0093	-0.2148	-3.04	100.58
1599.5	-0.0092	-0.2152	-3.05	100.83
1603	-0.0092	-0.2163	-3.04	100.99
1606.5	-0.0091	-0.2159	-3.04	101.17
1610	-0.009	-0.2161	-3.04	101.4
1613.5	-0.0089	-0.2159	-3.05	101.62
1617	-0.0088	-0.2164	-3.04	101.81
1620.5	-0.0087	-0.2187	-3.05	101.98
1624	-0.0085	-0.218	-3.04	102.2
1627.5	-0.0084	-0.2181	-3.04	102.41
1631	-0.0083	-0.2186	-3.05	102.56
1634.5	-0.0082	-0.2205	-3.04	102.77
1638	-0.008	-0.2214	-3.04	103
1641.5	-0.0079	-0.221	-3.04	103.2
1645	-0.0077	-0.2223	-3.05	103.41
1648.5	-0.0076	-0.2239	-3.05	103.59
1652	-0.0074	-0.2247	-3.05	103.8
1655.5	-0.0073	-0.225	-3.04	104
1659	-0.0072	-0.2253	-3.05	104.21
1662.5	-0.0071	-0.2233	-3.05	104.42
1666	-0.0071	-0.2245	-3.06	104.61
1669.5	-0.0071	-0.2258	-3.06	104.8
1673	-0.007	-0.2252	-3.05	104.99
1676.5	-0.007	-0.2264	-3.06	105.22
1680	-0.0069	-0.2272	-3.06	105.4
1683.5	-0.0069	-0.2271	-3.06	105.59
1687	-0.0069	-0.2284	-3.06	105.81
1690.5	-0.0068	-0.2294	-3.07	106.03
1694	-0.0068	-0.2293	-3.06	106.21
1697.5	-0.0068	-0.2289	-3.07	106.38
1701	-0.0067	-0.2321	-3.07	106.61
1704.5	-0.0067	-0.2316	-3.07	106.82
1708	-0.0066	-0.2334	-3.06	107
1711.5	-0.0065	-0.2341	-3.07	107.21
1715	-0.0064	-0.2342	-3.07	107.4
1718.5	-0.0064	-0.234	-3.07	107.61
1722	-0.0063	-0.2353	-3.07	107.83
1725.5	-0.0063	-0.2342	-3.08	108.01
1729	-0.0063	-0.2348	-3.09	108.2
1732.5	-0.0063	-0.2341	-3.08	108.4
1736	-0.0063	-0.2327	-3.08	108.59
1739.5	-0.0063	-0.2319	-3.07	108.77
1743	-0.0063	-0.2326	-3.08	108.95
1746.5	-0.0064	-0.2326	-3.07	109.18
1750	-0.0064	-0.2316	-3.08	109.36
1753.5	-0.0065	-0.2307	-3.07	109.55
1757	-0.0067	-0.2297	-3.09	109.76
1760.5	-0.0068	-0.2302	-3.08	109.94
1764	-0.007	-0.2297	-3.09	110.13
1767.5	-0.0071	-0.2296	-3.09	110.33
1771	-0.0073	-0.2302	-3.09	110.52
1774.5	-0.0075	-0.2297	-3.09	110.75
1778	-0.0077	-0.2288	-3.09	110.92
1781.5	-0.0079	-0.2283	-3.09	111.1
1785	-0.0081	-0.2296	-3.09	111.3
1788.5	-0.0083	-0.2288	-3.09	111.51
1792	-0.0086	-0.2304	-3.09	111.7
1795.5	-0.0088	-0.232	-3.1	111.89
1799	-0.009	-0.2348	-3.1	112.09
1802.5	-0.0092	-0.2376	-3.11	112.28
1806	-0.0093	-0.2403	-3.11	112.47
1809.5	-0.0094	-0.2419	-3.11	112.66
1813	-0.0094	-0.2454	-3.12	112.85
1816.5	-0.0094	-0.2441	-3.11	113.06
